"full_name","e","q","i","om","w","ad","per_y","class","n_obs_used","A1","A2","A3","DT","spkid","prefix","neo","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","a","ma","n","tp","per","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","rms","A1_sigma","A2_sigma","A3_sigma","DT_sigma"
"     C/2012 J1 (Catalina)",1.0013,3.159,34.19,235.22,147.27,,,HYP,4401,,,,,1003188,C,,6.0,10.5,12.,5.,0.03,,,,,,"JPL 80",2456247.5,56247,2012-11-16.0,J2000,-2379,-0.00,8.494e-06,2456268.73,,2.22,864,1.38,1.82,2.4e-06,4.3e+00,1.5e-06,1.0e-05,1.5e-05,5.9e-05,4.9e-07,,2.3e-08,2.5e-04,,.3556,,,,
"     C/2012 K1 (PANSTARRS)",1.0002,1.055,142.43,317.74,203.11,,,HYP,7829,2.2e-08,-1.6e-09,-2.6e-09,4.1,1003190,C,,7.3,,6.75,,,,,,,,"JPL 126",2456697.5,56697,2014-02-09.0,J2000,-6897,-0.00,1.721e-06,2456897.16,,0.107,41.7,1.51,,8.4e-07,3.8e+01,9.6e-07,4.9e-06,1.8e-05,6.7e-05,2.8e-06,,1.4e-08,3.7e-05,,.4386,2.9e-10,2.2e-10,6.3e-11,0.618
"     P/2012 K3 (Gibbs)",0.4260,2.077,13.20,125.88,172.30,5.16,6.88,JFc,140,,,,,1003191,P,,7.4,16.4,29.5,5.,0.03,,,,,,"JPL 15",2456094.5,56094,2012-06-16.0,J2000,3.618,344.77,0.1432,2456200.83,2.51e+03,1.06,413,0.165,2.91,2.8e-05,1.6e-04,2.5e-05,2.1e-04,6.1e-04,2.9e-03,5.1e-04,2.2e-04,9.4e-06,5.7e-03,1.6e-01,.58166,,,,
"     C/2012 K5 (LINEAR)",0.9985,1.142,92.85,279.04,139.29,1548.65,2.16e+04,COM,4281,,,,,1003192,C,,12.8,,5.75,,,,,,,,"JPL 54",2456215.5,56215,2012-10-15.0,J2000,774.9,360.00,4.569e-05,2456260.19,7.88e+06,0.293,114,1.26,-0.059,7.4e-07,3.9e-01,7.9e-08,8.8e-06,3.1e-06,9.8e-06,1.5e-06,7.8e-01,3.4e-08,1.3e-05,5.9e+03,.73802,,,,
"     C/2012 K6 (McNaught)",0.9992,3.353,135.22,206.90,338.83,8366.41,2.71e+05,COM,1091,,,,,1003193,C,,8.9,11.1,7.75,5.,0.03,,,,,,"JPL 71",2456657.5,56657,2013-12-31.0,J2000,4185,0.00,3.641e-06,2456433.96,9.89e+07,2.38,926,1.89,-1.61,3.3e-06,1.7e+01,1.2e-06,1.8e-05,2.0e-05,4.4e-05,5.0e-06,3.4e+01,2.2e-08,2.6e-04,6.1e+05,.46878,,,,
"     C/2012 K8 (Lemmon)",1.0023,6.463,106.11,312.81,75.85,,,HYP,962,,,,,1003194,C,,5.5,10.2,10.5,5.,0.03,,,,,,"JPL 100",2456721.5,56721,2014-03-05.0,J2000,-2758,-0.00,6.804e-06,2456888.83,,6.08,2.37e+03,3.87,0.208,7.9e-06,9.2e+00,7.7e-06,1.5e-05,2.2e-05,1.0e-04,5.7e-06,,3.4e-08,1.3e-03,,.57041,,,,
"     C/2012 L1 (LINEAR)",0.9971,2.262,87.22,271.77,140.29,1533.09,2.13e+04,COM,1489,,,,,1003195,C,,11.8,,8.25,,,,,,,,"JPL 40",2456251.5,56251,2012-11-20.0,J2000,767.7,360.00,4.634e-05,2456286.91,7.77e+06,1.44,561,2.47,0.097,3.4e-06,8.8e-01,1.1e-06,1.5e-05,1.6e-05,7.3e-05,2.8e-06,1.8e+00,8.0e-08,2.0e-04,1.3e+04,.63802,,,,
"     C/2012 L2 (LINEAR)",0.9973,1.509,70.98,270.30,205.79,1129.97,1.35e+04,COM,2119,,,,,1003196,C,,11.3,,6.25,,,,,,,,"JPL 48",2456279.5,56279,2012-12-18.0,J2000,565.7,359.99,7.325e-05,2456421.84,4.91e+06,0.584,227,3.25,0.505,3.1e-06,6.6e-01,1.4e-06,2.4e-05,2.9e-05,8.3e-05,1.8e-05,1.3e+00,1.3e-07,1.2e-04,8.5e+03,.4662,,,,
"     C/2012 L3 (LINEAR)",0.9908,3.045,134.20,53.49,107.09,658.32,6.01e+03,COM,255,,,,,1003197,C,,8.9,14.0,15.25,5.,0.03,,,,,,"JPL 19",2456126.5,56126,2012-07-18.0,J2000,330.7,0.01,0.0001639,2456090.72,2.2e+06,2.37,923,0.575,-1.49,5.0e-05,1.8e+00,1.2e-05,5.5e-05,1.5e-04,3.4e-04,4.8e-05,3.6e+00,1.3e-06,1.5e-03,1.8e+04,.68754,,,,
"     C/2012 LP26 (Palomar)",0.9993,6.536,25.38,153.99,145.15,18143.03,8.64e+05,JFc,439,,,,,1003233,C,,9.4,,6.25,,,,,,,,"JPL 49",2457304.5,57304,2015-10-09.0,J2000,9075,0.00,1.14e-06,2457251.07,3.16e+08,5.56,2.16e+03,1.83,2.86,7.6e-06,9.6e+01,5.7e-06,2.1e-05,3.7e-05,7.0e-05,9.7e-07,1.9e+02,1.8e-08,9.0e-04,5.0e+06,.61232,,,,
"     P/2012 NJ (La Sagra)",0.8481,1.292,84.38,315.76,338.41,15.71,24.8,HTC,2490,,,,,1003198,P,Y,14.8,,4.5,,,,,,,,"JPL 33",2456158.5,56158,2012-08-19.0,J2000,8.503,2.66,0.03975,2456091.59,9.06e+03,0.315,123,2.41,0.745,4.7e-06,2.7e-04,8.6e-07,6.0e-05,2.8e-05,1.1e-04,1.3e-04,5.0e-04,1.9e-06,1.4e-04,4.3e-01,.30882,,,,
"     C/2012 OP (Siding Spring)",0.9966,3.607,114.83,267.37,351.44,2105.42,3.42e+04,COM,100,,,,,1003252,C,,14.4,,4.5,,,,,,,,"JPL 14",2456315.5,56315,2013-01-23.0,J2000,1055,0.00,2.878e-05,2456266.24,1.25e+07,2.6,1.01e+03,1.64,-0.983,2.0e-05,6.3e+00,1.0e-05,6.9e-05,3.8e-05,4.3e-04,1.3e-05,1.3e+01,2.6e-07,2.5e-03,1.1e+05,.38876,,,,
"     P/2012 O1 (McNaught)",0.5792,1.499,11.43,111.28,222.11,5.63,6.73,JFc,98,,,,,1003199,P,,18.9,,4.5,,,,,,,,"JPL 13",2456162.5,56162,2012-08-23.0,J2000,3.563,4.41,0.1465,2456132.41,2.46e+03,0.511,199,0.349,2.78,3.6e-05,3.1e-04,7.3e-06,1.8e-04,7.7e-04,1.6e-03,4.0e-04,4.9e-04,1.9e-05,1.4e-03,3.2e-01,.68523,,,,
"     P/2012 O2 (McNaught)",0.5383,1.661,24.53,120.81,183.05,5.53,6.82,JFc,81,,,,,1003200,P,,17.3,,10.,,,,,,,,"JPL 9",2456139.5,56139,2012-07-31.0,J2000,3.597,5.19,0.1445,2456103.60,2.49e+03,0.645,251,0.259,2.72,1.7e-05,1.5e-04,9.2e-06,3.1e-04,2.5e-04,6.1e-04,2.9e-04,2.3e-04,9.1e-06,9.8e-04,1.6e-01,.3883,,,,
"     C/2012 Q1 (Kowalski)",0.6371,9.482,45.18,184.44,139.24,42.78,134,JFc,196,,,,,1003202,C,,6.6,9.3,8.25,5.,0.03,,,,,,"JPL 30",2456322.5,56322,2013-01-30.0,J2000,26.13,2.62,0.007379,2455966.89,4.88e+04,8.59,3.34e+03,5.09,2.63,3.2e-05,2.5e-03,7.8e-05,8.9e-05,6.7e-05,1.2e-03,5.7e-04,4.1e-03,1.1e-06,2.8e-02,7.0e+00,.68785,,,,
"     C/2012 S1 (ISON)",1.0000,0.012,62.16,295.69,345.54,,,HYP,6682,8.5e-08,5.8e-09,,,1003203,C,,10.2,,4.75,,,,,,,,"JPL 56",2456413.5,56413,2013-05-01.0,J2000,-2447,-0.00,8.145e-06,2456625.26,,0.023,8.95,0.686,0.065,1.6e-08,7.7e+00,1.0e-07,3.3e-04,5.5e-05,4.4e-05,8.2e-06,,3.9e-08,8.0e-05,,.57173,2.2e-09,6.1e-10,,
"     C/2012 S3 (PANSTARRS)",1.0007,2.308,112.93,121.31,183.75,,,HYP,730,,,,,1003205,C,,13.7,,4.5,,,,,,,,"JPL 37",2456434.5,56434,2013-05-22.0,J2000,-3259,-0.00,5.298e-06,2456535.64,,1.29,504,2.81,-0.729,4.9e-06,2.2e+01,1.7e-06,2.7e-05,1.2e-05,8.5e-05,5.5e-06,,5.5e-08,2.2e-04,,.58073,,,,
"     C/2012 S4 (PANSTARRS)",1.0000,4.349,126.54,173.10,163.62,482991.06,1.19e+08,COM,924,,,,,1003206,C,,9.4,11.9,8.75,5.,0.03,,,,,,"JPL 44",2456406.5,56406,2013-04-24.0,J2000,2.415e+05,360.00,8.305e-09,2456471.52,4.33e+10,3.37,1.31e+03,0.505,-1.54,6.9e-06,9.2e+04,4.5e-06,2.3e-05,1.5e-05,1.7e-04,3.1e-07,1.8e+05,4.7e-09,1.1e-03,2.5e+10,.60535,,,,
"     P/2012 T2 (PANSTARRS)",0.1596,4.821,12.56,73.74,309.60,6.65,13.7,JFc,38,,,,,1003209,P,,10.2,13.3,10.,5.,0.03,,,,,,"JPL 10",2456218.5,56218,2012-10-18.0,J2000,5.737,347.31,0.07172,2456395.46,5.02e+03,3.84,1.5e+03,0.00698,2.93,2.8e-03,9.7e-03,7.8e-03,4.7e-03,4.1e-02,1.5e+00,1.0e+00,1.1e-02,1.8e-04,1.5e+01,1.3e+01,.42848,,,,
"     P/2012 T3 (PANSTARRS)",0.6045,2.384,9.51,114.26,196.80,9.67,14.8,JFc,34,,,,,1003210,P,,14.9,17.3,10.,5.,0.03,,,,,,"JPL 7",2456215.5,56215,2012-10-15.0,J2000,6.028,11.33,0.06659,2456045.43,5.41e+03,1.37,533,0.568,2.55,3.3e-03,3.1e-02,8.0e-03,7.8e-03,1.1e-01,5.9e-01,2.7e-02,5.0e-02,5.1e-04,9.9e-01,4.2e+01,.41333,,,,
"     C/2012 T4 (McNaught)",0.9912,1.956,24.09,99.37,219.92,442.05,3.31e+03,COM,49,,,,,1003211,C,,15.5,17.7,6.25,5.,0.03,,,,,,"JPL 9",2456218.5,56218,2012-10-18.0,J2000,222,0.00,0.000298,2456211.43,1.21e+06,0.998,388,1.17,1.6,3.1e-05,7.9e-01,1.0e-05,9.8e-05,2.0e-04,4.5e-04,1.1e-05,1.6e+00,1.6e-06,8.6e-04,6.4e+03,.60823,,,,
"     C/2012 T5 (Bressi)",1.0004,0.323,72.10,230.59,318.09,,,HYP,661,,,,,1003212,C,,15.3,,4.75,,,,,,,,"JPL 18",2456253.5,56253,2012-11-22.0,J2000,-744.7,-0.00,4.85e-05,2456347.56,,0.42,164,1.04,,2.7e-06,4.7e+00,1.8e-06,6.4e-04,4.4e-05,2.6e-04,4.3e-05,,4.5e-07,1.0e-04,,.87,,,,
"     C/2012 T6 (Kowalski)",0.8763,1.775,33.28,186.22,198.10,26.93,54.4,HTC,142,,,,,1003213,C,,15.7,,7.,,,,,,,,"JPL 12",2456234.5,56234,2012-11-03.0,J2000,14.35,1.24,0.01812,2456165.89,1.99e+04,0.795,309,2.25,1.7,5.7e-05,6.5e-03,2.4e-05,3.7e-04,7.3e-04,2.2e-03,8.2e-04,1.2e-02,1.2e-05,1.5e-03,1.3e+01,.62223,,,,
"     C/2012 U1 (PANSTARRS)",0.9996,5.264,56.34,26.98,70.05,24190.18,1.33e+06,COM,172,,,,,1003216,C,,8.3,11.5,10.,5.,0.03,,,,,,"JPL 52",2456657.5,56657,2013-12-31.0,J2000,1.21e+04,360.00,7.407e-07,2456843.22,4.86e+08,4.68,1.82e+03,2.2,1.58,1.6e-05,4.5e+02,1.4e-05,3.4e-05,4.0e-05,2.2e-04,7.7e-06,9.1e+02,4.2e-08,2.1e-03,2.7e+07,.4875,,,,
"     P/2012 U2 (PANSTARRS)",0.5066,3.628,10.53,186.86,229.53,11.08,19.9,JFc,36,,,,,1003217,P,,12.1,15.1,10.,5.,0.03,,,,,,"JPL 10",2456245.5,56245,2012-11-14.0,J2000,7.352,359.00,0.04944,2456265.77,7.28e+03,2.65,1.03e+03,0.506,2.72,4.9e-05,5.6e-04,1.7e-04,9.2e-04,4.7e-03,8.2e-02,2.2e-02,8.4e-04,5.6e-06,4.4e-01,8.3e-01,.32397,,,,
"     C/2012 V1 (PANSTARRS)",0.9994,2.089,157.84,85.37,123.34,6884.38,2.02e+05,COM,98,1.7e-06,4.5e-07,2.0e-07,,1003219,C,,15.2,,4.5,,,,,,,,"JPL 19",2456267.5,56267,2012-12-06.0,J2000,3443,360.00,4.878e-06,2456495.04,7.38e+07,1.16,453,0.809,-1.66,4.2e-05,2.4e+02,7.9e-05,2.1e-04,5.3e-04,2.9e-03,1.2e-04,4.8e+02,5.1e-07,4.7e-03,7.7e+06,.52644,1.9e-07,1.1e-07,2.8e-08,
"     C/2012 V2 (LINEAR)",0.9976,1.455,67.18,262.16,217.32,1223.05,1.51e+04,COM,1054,,,,,1003220,C,,8.4,12.2,12.,5.,0.03,,,,,,"JPL 53",2456358.5,56358,2013-03-07.0,J2000,612.3,359.99,6.506e-05,2456521.00,5.53e+06,0.591,230,2.11,0.588,1.9e-06,4.9e-01,7.2e-07,2.5e-05,4.5e-05,6.7e-05,1.3e-05,9.8e-01,7.8e-08,1.4e-04,6.6e+03,.6512,,,,
"     C/2012 X1 (LINEAR)",0.9896,1.599,44.37,113.15,132.11,305.06,1.9e+03,COM,2560,3.6e-08,2.2e-09,5.3e-09,26,1003224,C,,5.5,10.8,14.25,5.,0.03,,,,,,"JPL 66",2456644.5,56644,2013-12-18.0,J2000,153.3,359.97,0.0005191,2456710.13,6.93e+05,0.752,292,1.07,1.15,3.1e-06,4.6e-02,1.3e-06,1.3e-05,1.6e-05,8.0e-05,1.5e-05,9.1e-02,2.3e-07,1.4e-04,3.1e+02,.4579,7.0e-10,8.5e-10,1.6e-10,2.32
"     C/2012 X2 (PANSTARRS)",0.7705,4.748,34.12,271.02,215.63,36.63,94.1,JFc,186,,,,,1003225,C,,12.6,,4.5,,,,,,,,"JPL 35",2456422.5,56422,2013-05-10.0,J2000,20.69,0.42,0.01047,2456382.81,3.44e+04,3.82,1.49e+03,0.0235,2.36,1.6e-05,1.5e-03,1.1e-05,4.4e-05,5.8e-05,3.1e-04,4.0e-05,2.7e-03,1.2e-06,2.6e-03,3.8e+00,.45551,,,,
"     C/2012 Y1 (LINEAR)",0.9469,2.016,20.96,193.25,268.83,73.87,234,COM,139,,,,,1003226,C,,15.1,,10.,,,,,,,,"JPL 15",2456309.5,56309,2013-01-17.0,J2000,37.94,359.99,0.004217,2456310.70,8.54e+04,1.15,449,0.403,1.76,6.1e-05,4.5e-02,3.6e-05,2.9e-04,1.6e-03,4.4e-03,2.0e-05,8.7e-02,7.4e-06,6.6e-03,1.5e+02,.61632,,,,
"     C/2012 Y3 (McNaught)",0.9399,1.765,73.23,122.71,235.69,57.01,159,HTC,150,,,,,1003227,C,,12.9,,4.5,,,,,,,,"JPL 16",2456324.5,56324,2013-02-01.0,J2000,29.39,0.98,0.006187,2456165.35,5.82e+04,1.04,404,0.981,0.645,4.3e-05,2.2e-02,5.3e-05,4.1e-04,6.3e-04,2.6e-03,1.1e-03,4.3e-02,6.9e-06,3.3e-03,6.5e+01,.41321,,,,
"     C/2013 A1 (Siding Spring)",1.0001,1.400,129.03,301.00,2.45,,,HYP,449,,,,,1003228,C,,8.5,12.0,9.,5.,0.03,,,,,,"JPL 105",2457480.5,57480,2016-04-02.0,J2000,-1.637e+04,0.00,4.707e-07,2456955.68,,0.384,149,3.67,-0.919,2.9e-06,5.5e+02,1.2e-06,2.1e-05,1.2e-04,7.3e-05,1.2e-05,,2.4e-08,1.3e-04,,.30255,,,,
"     P/2013 AL76 (Catalina)",0.6839,2.047,144.86,145.94,27.20,10.91,16.5,JFC,55,,,,,1003231,P,,16.1,18.5,10.,5.,0.03,,,,,,"JPL 6",2456309.5,56309,2013-01-17.0,J2000,6.477,2.07,0.05979,2456274.83,6.02e+03,1.1,429,1.7,-0.528,6.2e-04,1.3e-02,1.0e-04,1.5e-03,3.8e-03,9.8e-03,7.2e-03,2.2e-02,1.8e-04,1.8e-02,1.8e+01,.55327,,,,
"     C/2013 B2 (Catalina)",1.0027,3.734,43.45,331.96,156.43,,,HYP,136,,,,,1003232,C,,13.1,,5.5,,,,,,,,"JPL 25",2456428.5,56428,2013-05-16.0,J2000,-1381,-0.00,1.919e-05,2456475.02,,2.79,1.08e+03,1.47,,2.5e-05,1.3e+01,1.1e-05,4.7e-05,5.7e-05,3.6e-04,1.2e-05,,2.7e-07,2.3e-03,,.57356,,,,
"     C/2013 C2 (Tenagra)",0.4313,9.131,21.34,247.52,308.76,22.98,64.3,CTc,493,,,,,1003235,C,,6.6,,7.75,,,,,,,,"JPL 81",2457165.5,57165,2015-05-23.0,J2000,16.06,358.49,0.01532,2457263.90,2.35e+04,8.17,3.18e+03,4.14,3.28,9.0e-06,2.8e-04,1.5e-05,2.0e-05,7.1e-05,2.1e-04,7.1e-05,4.0e-04,4.0e-07,4.7e-03,6.2e-01,.61108,,,,
"     C/2013 D1 (Holvorcem)",0.7809,2.460,10.09,294.97,252.63,19.99,37.6,JFc,118,,,,,1003236,C,,13.5,,10.,,,,,,,,"JPL 15",2456377.5,56377,2013-03-26.0,J2000,11.23,359.51,0.0262,2456396.22,1.37e+04,1.49,578,0.0757,2.27,3.0e-05,1.6e-03,2.6e-05,1.1e-04,1.6e-03,1.0e-02,5.8e-04,2.9e-03,5.7e-06,2.5e-02,3.0e+00,.50969,,,,
"     C/2013 E1 (McNaught)",1.0023,7.782,158.72,134.03,311.43,,,HYP,172,,,,,1003237,C,,6.6,10.5,8.75,5.,0.03,,,,,,"JPL 31",2456454.5,56454,2013-06-11.0,J2000,-3446,-0.00,4.873e-06,2456455.62,,6.83,2.66e+03,2.88,,3.7e-05,5.6e+01,4.5e-05,6.8e-05,2.1e-04,7.6e-04,1.4e-07,,1.2e-07,1.1e-02,,.54712,,,,
"     C/2013 E2 (Iwamoto)",0.9939,1.413,21.86,182.47,95.82,464.65,3.56e+03,COM,1159,,,,,1003238,C,,10.8,,6.5,,,,,,,,"JPL 48",2456516.5,56516,2013-08-12.0,J2000,233,0.04,0.0002771,2456360.53,1.3e+06,0.598,233,0.83,1.39,2.6e-06,9.9e-02,1.3e-06,2.7e-05,2.1e-05,4.6e-05,2.8e-05,2.0e-01,1.8e-07,8.6e-05,8.3e+02,.50052,,,,
"     C/2013 F1 (Boattini)",1.0028,1.860,79.69,30.12,92.00,,,HYP,274,,,,,1003239,C,,15.1,,4.5,,,,,,,,"JPL 13",2456396.5,56396,2013-04-14.0,J2000,-665,0.01,5.748e-05,2456264.16,,1.58,617,0.705,,9.9e-05,2.3e+01,8.9e-05,1.9e-03,9.8e-04,4.3e-03,4.0e-04,,3.0e-06,6.3e-03,,.62763,,,,
"     C/2013 F2 (Catalina)",0.9993,6.218,61.75,344.27,122.99,16773.55,7.68e+05,COM,168,,,,,1003240,C,,7.1,11.3,10.,5.,0.03,,,,,,"JPL 23",2456501.5,56501,2013-07-28.0,J2000,8390,0.00,1.283e-06,2456401.51,2.81e+08,5.55,2.16e+03,2.14,1.46,3.8e-05,4.3e+02,4.0e-05,7.4e-05,8.1e-05,2.0e-03,9.9e-06,8.7e+02,1.0e-07,2.3e-02,2.2e+07,.61061,,,,
"     C/2013 F3 (McNaught)",0.9970,2.253,85.44,266.11,18.76,1520.48,2.1e+04,COM,301,,,,,1003241,C,,15.4,,4.5,,,,,,,,"JPL 22",2456463.5,56463,2013-06-20.0,J2000,761.4,0.00,4.692e-05,2456437.76,7.67e+06,1.27,496,2.94,0.155,3.1e-05,8.1e+00,8.4e-06,2.7e-04,1.4e-04,2.7e-04,1.9e-05,1.6e+01,7.5e-07,6.8e-04,1.2e+05,.63869,,,,
"     P/2013 G1 (Kowalski)",0.5124,3.353,5.47,221.48,51.24,10.40,18,JFc,261,,,,,1003242,P,,13.4,,4.5,,,,,,,,"JPL 37",2456667.5,56667,2014-01-10.0,J2000,6.877,1.64,0.05466,2456637.46,6.59e+03,2.34,911,0.421,2.72,1.0e-05,1.5e-04,6.3e-06,2.1e-05,2.1e-04,7.0e-04,2.4e-04,2.3e-04,1.8e-06,4.0e-03,2.2e-01,.64369,,,,
"     C/2013 G2 (McNaught)",1.0002,2.154,96.00,274.11,293.91,,,HYP,111,,,,,1003243,C,,13.7,,4.5,,,,,,,,"JPL 18",2456436.5,56436,2013-05-24.0,J2000,-1.219e+04,0.00,7.32e-07,2456267.85,,1.58,616,1.06,,5.8e-05,4.0e+03,8.5e-05,1.3e-03,6.1e-05,3.4e-03,6.1e-05,,3.6e-07,5.2e-03,,.46393,,,,
"     C/2013 G3 (PANSTARRS)",1.0005,3.852,64.67,208.13,76.50,,,HYP,902,,,,,1003244,C,,7.1,12.0,12.5,5.,0.03,,,,,,"JPL 66",2456824.5,56824,2014-06-16.0,J2000,-8308,-0.00,1.302e-06,2456976.69,,3.39,1.32e+03,0.513,1.98,3.8e-06,6.7e+01,1.8e-06,1.9e-05,2.0e-05,5.2e-05,2.4e-06,,1.6e-08,3.4e-04,,.55706,,,,
"     P/2013 G4 (PANSTARRS)",0.4104,2.613,5.93,339.77,214.39,6.25,9.33,JFc,41,,,,,1003245,P,,15.1,17.5,10.,5.,0.03,,,,,,"JPL 10",2456407.5,56407,2013-04-25.0,J2000,4.432,7.85,0.1056,2456333.19,3.41e+03,1.62,629,0.0509,2.85,2.1e-04,1.4e-03,2.2e-04,1.5e-03,1.4e-02,1.1e-01,3.3e-02,1.9e-03,4.9e-05,3.5e-01,1.6e+00,.37598,,,,
"     C/2013 G5 (Catalina)",0.9997,0.929,40.61,144.28,165.67,6508.95,1.86e+05,COM,114,,,,,1003246,C,,14.3,17.4,11.25,5.,0.03,,,,,,"JPL 15",2456405.5,56405,2013-04-23.0,J2000,3255,360.00,5.308e-06,2456537.00,6.78e+07,0.0661,25.7,1.92,0.909,6.6e-05,7.5e+02,2.4e-05,3.0e-03,6.4e-03,2.6e-03,2.4e-04,1.5e+03,1.8e-06,1.1e-02,2.4e+07,.78564,,,,
"     C/2013 G6 (Lemmon)",0.9947,2.048,124.08,44.57,215.69,771.70,7.61e+03,COM,230,,,,,1003247,C,,7.1,15.4,27.,5.,0.03,,,,,,"JPL 33",2456461.5,56461,2013-06-18.0,J2000,386.9,360.00,0.0001295,2456498.73,2.78e+06,1.15,449,2.83,-0.98,5.8e-06,4.2e-01,1.3e-06,4.6e-05,1.7e-05,9.6e-05,8.0e-06,8.5e-01,2.1e-07,2.6e-04,4.6e+03,.56222,,,,
"     C/2013 G7 (McNaught)",0.9979,4.677,105.11,48.40,218.26,4369.49,1.02e+05,COM,305,,,,,1003248,C,,6.0,11.7,12.25,5.,0.03,,,,,,"JPL 37",2456496.5,56496,2013-07-23.0,J2000,2187,360.00,9.636e-06,2456735.17,3.74e+07,3.84,1.5e+03,0.135,-0.696,1.3e-05,1.3e+01,9.5e-06,5.0e-05,1.6e-05,2.4e-04,2.1e-05,2.7e+01,8.8e-08,2.0e-03,3.4e+05,.53872,,,,
"     C/2013 G8 (PANSTARRS)",0.9984,5.141,27.62,241.02,80.17,6623.76,1.91e+05,JFc,147,,,,,1003249,C,,7.7,12.2,11.,5.,0.03,,,,,,"JPL 32",2456549.5,56549,2013-09-14.0,J2000,3314,360.00,5.165e-06,2456611.48,6.97e+07,4.26,1.66e+03,1.65,2.49,2.2e-05,4.7e+01,2.3e-05,3.8e-05,1.4e-04,5.8e-04,6.7e-06,9.3e+01,1.1e-07,5.0e-03,1.5e+06,.46114,,,,
"     C/2013 G9 (Tenagra)",1.0013,5.338,146.23,35.69,204.93,,,HYP,496,,,,,1003250,C,,6.5,10.3,10.,5.,0.03,,,,,,"JPL 64",2456836.5,56836,2014-06-28.0,J2000,-4196,-0.00,3.626e-06,2457037.11,,4.37,1.7e+03,0.187,,9.1e-06,3.0e+01,6.6e-06,2.5e-05,2.3e-05,9.9e-05,7.8e-06,,3.9e-08,9.9e-04,,.67679,,,,
"     C/2013 H1 (La Sagra)",0.9854,2.647,27.09,84.97,136.58,360.59,2.45e+03,COM,270,,,,,1003251,C,,7.2,15.2,22.75,5.,0.03,,,,,,"JPL 16",2456430.5,56430,2013-05-18.0,J2000,181.6,360.00,0.0004027,2456432.17,8.94e+05,1.71,664,1.43,1.82,3.6e-05,4.5e-01,3.0e-05,4.2e-04,6.3e-04,2.4e-03,1.9e-06,8.9e-01,1.5e-06,6.5e-03,3.3e+03,.58811,,,,
"     C/2013 H2 (Boattini)",1.0018,7.499,128.40,262.75,36.00,,,HYP,221,,,,,1003253,C,,6.6,10.5,9.,5.,0.03,,,,,,"JPL 47",2456656.5,56656,2013-12-30.0,J2000,-4056,-0.00,3.816e-06,2456680.71,,6.6,2.57e+03,2.7,-2.11,2.9e-05,6.3e+01,3.1e-05,5.5e-05,5.1e-05,4.8e-04,2.2e-06,,8.9e-08,7.2e-03,,.64979,,,,
"     P/2013 J2 (McNaught)",0.6561,2.148,15.50,289.39,37.89,10.34,15.6,JFc,1606,,,,,1003255,P,,12.8,,7.25,,,,,,,,"JPL 52",2456553.5,56553,2013-09-18.0,J2000,6.246,1.64,0.06313,2456527.50,5.7e+03,1.16,451,0.576,2.43,2.4e-06,5.1e-05,2.4e-06,1.7e-05,4.7e-05,2.0e-04,4.6e-05,8.4e-05,7.7e-07,4.7e-04,7.0e-02,.42963,,,,
"     C/2013 J3 (McNaught)",0.9980,3.989,118.23,200.76,320.96,3902.01,8.63e+04,COM,105,,,,,1003256,C,,6.9,13.2,14.25,5.,0.03,,,,,,"JPL 24",2456476.5,56476,2013-07-03.0,J2000,1953,0.00,1.142e-05,2456346.38,3.15e+07,3.14,1.22e+03,0.865,-1.17,3.8e-05,3.7e+01,2.3e-05,1.6e-04,5.8e-05,6.8e-04,4.2e-05,7.3e+01,3.2e-07,3.6e-03,8.9e+05,.50219,,,,
"     C/2013 J5 (Boattini)",1.0025,4.906,136.03,256.79,19.17,,,HYP,74,,,,,1003259,C,,10.0,13.8,10.,5.,0.03,,,,,,"JPL 15",2456416.5,56416,2013-05-04.0,J2000,-1984,0.00,1.115e-05,2456261.54,,3.92,1.53e+03,0.277,-1.98,1.5e-04,1.2e+02,9.4e-05,1.6e-04,2.3e-04,3.0e-03,1.6e-04,,1.0e-06,2.5e-02,,.67537,,,,
"     C/2013 J6 (Catalina)",0.9596,2.416,85.05,68.42,125.64,117.27,463,COM,129,,,,,1003261,C,,16.5,,4.5,,,,,,,,"JPL 12",2456439.5,56439,2013-05-27.0,J2000,59.84,0.10,0.002129,2456392.06,1.69e+05,1.71,667,2.14,0.251,2.1e-04,3.2e-01,9.0e-05,2.1e-03,1.5e-03,4.1e-03,8.4e-04,6.3e-01,1.7e-05,1.3e-02,1.4e+03,.50161,,,,
"     C/2013 K1 (Christensen)",0.9881,0.948,42.34,125.91,171.33,158.63,713,COM,52,,,,,1003260,C,,18.4,,9.,,,,,,,,"JPL 12",2456443.5,56443,2013-05-31.0,J2000,79.79,0.00,0.001383,2456442.67,2.6e+05,0.0614,23.9,2.3,0.955,7.3e-05,4.9e-01,8.2e-06,7.1e-04,1.4e-03,3.4e-04,1.1e-05,9.7e-01,1.3e-05,2.9e-04,2.4e+03,.58326,,,,
